station_id,date,month,dow,hour,num_bikes_available
0099b016-32c9-4536-ac4c-dcc1a117bd95,2023-09-05,9,Tuesday,15,4.0
0136af02-2670-4042-b5cd-18b46c15c0c1,2023-09-05,9,Tuesday,15,5.0
0248fa3b-6df4-4fdc-ae31-ee2e4d177da8,2023-09-05,9,Tuesday,15,16.0
0541e06c-642c-4f31-9f24-19bfcbb8811d,2023-09-05,9,Tuesday,15,7.0
0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,2023-09-05,9,Tuesday,15,4.0
065defed-8e90-46b9-a106-28d590704cf8,2023-09-05,9,Tuesday,15,6.0
066fd95e-0d37-4eea-a027-88c04277bb9d,2023-09-05,9,Tuesday,15,1.0
068e6359-1741-4240-9ed1-07a9038bc319,2023-09-05,9,Tuesday,15,9.0
06a14329-dedb-4152-b237-e59afccd8d42,2023-09-05,9,Tuesday,15,1.0
071dcbf5-3f1e-45e0-a4a5-8717adb8743f,2023-09-05,9,Tuesday,15,8.0
07a453e5-2e14-4276-85df-49e0d6144e54,2023-09-05,9,Tuesday,15,15.0
082469cc-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08246c35-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08246cd5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
08246d68-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08246df5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,11.0
08246e8c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08246f1f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
08247052-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,3.0
08247269-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
08247310-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
0824739d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824741d-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
0824749f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247522-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08247632-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
082476ba-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
0824773f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082477f4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08247896-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
0824791a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
0824799f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247a21-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08247aa4-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,15.0
08247b29-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,30.0
08247baa-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247c29-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247cac-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08247d46-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,1.0
08247dd0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08247e59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
08247ed8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,7.0
08247f59-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08247fe1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824806c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082480f1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
08248172-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,5.0
0824821f-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
082482b3-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,6.0
0824833c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082483c2-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824844b-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,10.0
082484cf-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
0824854e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082485e8-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
0824866e-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
082486f0-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,12.0
0824920a-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,29.0
0824927c-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082492e1-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,9.0
08249345-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,23.0
082493a5-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
08249407-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,4.0
08249480-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,2.0
082494e7-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,0.0
08249549-1f3f-11e7-bf6b-3863bb334450,2023-09-05,9,Tuesday,15,8.0
